text,label,doc_type,source,verified,region
"Tashinga Home Seekers Trust. Stand 4195 Epworth, 300 sqm. regularisation is underway, occupation allowed in the meantime. allocation fee USD 12000, cash only, paid directly to the committee.",fraudulent,offer_letter,synthetic,1,Epworth
"City of Harare Housing and Community Services Department. Stand 6615 Retreat, 250 sqm. issued under Deed of Grant No. 965/2019. USD 2000 to the municipal account, official numbered receipt issued. your conveyancer should conduct a deeds search before transfer. Diagram/General Plan No. SG 8693/2024, Surveyor-General's office.",genuine,deed_of_transfer,synthetic,1,Retreat
"Garikai Land Trust Reg No MTH/2023/8090. Stand 1943 Retreat, 300 sqm. held under General Plan SG 8166/2018, Surveyor-General Harare. USD 1200 payable to the council bank account, receipt no. HCC-5891. cession approved by council per letter CH/COOP/2025/6690.",genuine,cession,synthetic,1,Retreat
"Batanai Cooperative. Stand 6023 Whitecliff, 250 sqm. deposit USD 3200 to the cooperative holding account, balance negotiable. ref RUV/8095 (unverified). council has verbally approved the layout; written confirmation to follow.",fraudulent,offer_letter,synthetic,1,Whitecliff
"Kubatana Housing Society Reg No ZHC/2018/3131. Stand 8461 Mabvuku, 300 sqm. survey Diagram No. SG 4150/2020 applies. planning consent ref. CH/PLAN/2025/4345 attached. deposit USD 12000 into the conveyancer's trust account, balance on transfer.",genuine,cession,synthetic,1,Mabvuku
"Excellence Stars Housing Co-op. Stand 5786 Epworth, 300 sqm. no council stamp is required for this allocation. title deeds will be processed once the area is regularised by council. USD 12000 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Epworth
"Parkridge Housing Trust. Stand 3833 Southerton, 300 sqm. pay USD 1200 via EcoCash to the chairperson's personal number. title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Southerton
"Bantu Housing Co-operative. Stand 4545 Hopley, 350 sqm. pay USD 2000 via EcoCash to the chairperson's personal number. deeds will come once the area is proclaimed.",fraudulent,offer_letter,synthetic,1,Hopley
"City of Harare, Town House. Stand 478 Seke, 300 sqm. issued under Deed of Grant No. 7898/2019. deposit USD 2400 into the conveyancer's trust account, balance on transfer. survey Diagram No. SG 8161/2020 applies.",genuine,offer_letter,synthetic,1,Seke
"City of Harare Housing and Community Services Department. Stand 1685 Seke, 250 sqm. the offer is valid for 60 days and is subject to the approved layout plan. deposit USD 3200 into the conveyancer's trust account, balance on transfer. held under General Plan SG 3560/2018, Surveyor-General Harare. council resolution CH/RES/9413/2025 refers.",genuine,offer_letter,synthetic,1,Seke
"Tashinga Home Seekers Trust Reg No MTH/2019/3210. Stand 6671 Budiriro, 250 sqm. USD 12000 payable to the council bank account, receipt no. HCC-2992. registration verifiable at Registrar of Cooperative Societies. survey Diagram No. SG 6142/2020 applies. council resolution CH/RES/9528/2025 refers.",genuine,cession,synthetic,1,Budiriro
"Kubatana Housing Society. Stand 3826 Budiriro, 350 sqm. the stand is pending council survey; you may occupy immediately. USD 900 cash on the day, no receipt issued. ref RUV/3145 (unverified).",fraudulent,offer_letter,synthetic,1,Budiriro
"Parkridge Housing Trust. Stand 8831 Southlea Park, 350 sqm. ref TAR/3043 (unverified). title deeds will be processed once the area is regularised by council. allocation fee USD 2400, cash only, paid directly to the committee.",fraudulent,offer_letter,synthetic,1,Southlea Park
"Vimbai Housing Scheme Reg No MTH/2023/1887. Stand 3493 Epworth, 300 sqm. registration verifiable at Registrar of Cooperative Societies. issued under Deed of Grant No. 4337/2019. Diagram/General Plan No. SG 8725/2024, Surveyor-General's office. deposit USD 2400 into the conveyancer's trust account, balance on transfer.",genuine,cession,synthetic,1,Epworth
"Excellence Stars Housing Co-op. Stand 9597 Whitecliff, 200 sqm. USD 1500 cash, half now and half on occupation. the stand is pending council survey; you may occupy immediately.",fraudulent,offer_letter,synthetic,1,Whitecliff
"Mabvuku-Tafara District Housing Office. Stand 2788 Mabvuku, 200 sqm. registration will be lodged at the Deeds Registry, Harare. survey Diagram No. SG 4428/2020 applies. planning consent ref. CH/PLAN/2025/7733 attached. deposit USD 1200 into the conveyancer's trust account, balance on transfer.",genuine,deed_of_transfer,synthetic,1,Mabvuku
"United We Stand Housing Co-operative Reg No ZHC/2024/6244. Stand 8993 Seke, 300 sqm. registration verifiable at Registrar of Cooperative Societies. USD 1200 via bank transfer to the registered account, receipt 9304. Diagram/General Plan No. SG 9559/2024, Surveyor-General's office. issued under Deed of Grant No. 7845/2019.",genuine,cession,synthetic,1,Seke
"Garikai Land Trust Reg No GHH/2023/7222. Stand 5876 Mabvuku, 250 sqm. cession approved by council per letter CH/COOP/2025/7436. Diagram/General Plan No. SG 9671/2024, Surveyor-General's office. registration verifiable at Registrar of Cooperative Societies. USD 1500 payable to the council bank account, receipt no. HCC-7648.",genuine,cession,synthetic,1,Mabvuku
"United We Stand Housing Co-operative. Stand 5528 Caledonia, 200 sqm. the stand is pending council survey; you may occupy immediately. USD 2400 cash on the day, no receipt issued. ref BAT/9797 (unverified).",fraudulent,offer_letter,synthetic,1,Caledonia
"Bulawayo City Council Housing Office. Stand 2252 Budiriro, 300 sqm. the offer is valid for 60 days and is subject to the approved layout plan. council resolution CH/RES/1197/2025 refers. survey Diagram No. SG 2726/2020 applies. USD 1500 to the municipal account, official numbered receipt issued.",genuine,deed_of_transfer,synthetic,1,Budiriro
"Takaitora Nyika Co-operative. Stand 9134 Melfort, 200 sqm. papers are in progress and will follow after regularisation. USD 2600 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Melfort
"Ruvimbo Yetu Housing Co-operative Reg No ZHC/2019/1553. Stand 2235 Whitecliff, 300 sqm. deposit USD 8500 into the conveyancer's trust account, balance on transfer. planning consent ref. CH/PLAN/2025/9808 attached. Diagram/General Plan No. SG 9101/2024, Surveyor-General's office.",genuine,cession,synthetic,1,Whitecliff
"Kubatana Housing Society. Stand 7591 Seke, 250 sqm. regularisation is underway, occupation allowed in the meantime. this cooperative allocates stands directly to members. USD 3200 cash only, non-refundable, balance to the treasurer.",fraudulent,offer_letter,synthetic,1,Seke
"Mabvuku-Tafara District Housing Office. Stand 6304 Retreat, 250 sqm. planning consent ref. CH/PLAN/2025/2063 attached. a Rates Clearance Certificate is annexed. held under General Plan SG 1420/2018, Surveyor-General Harare. USD 1500 to the municipal account, official numbered receipt issued.",genuine,offer_letter,synthetic,1,Retreat
"Vimbai Housing Scheme. Stand 8287 Hopley, 250 sqm. USD 2000 cash only, non-refundable, balance to the treasurer. papers are in progress and will follow after regularisation.",fraudulent,offer_letter,synthetic,1,Hopley
"Mabvuku-Tafara District Housing Office. Stand 2596 Seke, 250 sqm. issued under Deed of Grant No. 7226/2019. Diagram/General Plan No. SG 2750/2024, Surveyor-General's office. USD 3200 via bank transfer to the registered account, receipt 2197.",genuine,deed_of_transfer,synthetic,1,Seke
"Ruvimbo Yetu Housing Co-operative Reg No ZHC/2019/1354. Stand 7769 Melfort, 300 sqm. registration verifiable at Registrar of Cooperative Societies. council file reference CH/HOU/2026/7972. USD 8500 to the municipal account, official numbered receipt issued. Diagram/General Plan No. SG 2041/2024, Surveyor-General's office.",genuine,cession,synthetic,1,Melfort
"Simukai Land Group. Stand 3539 Domboshava, 300 sqm. title deeds will be processed once the area is regularised by council. USD 2600 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Domboshava
"Bantu Housing Co-operative Reg No MTH/2022/3490. Stand 7247 Southlea Park, 300 sqm. registration verifiable at Registrar of Cooperative Societies. USD 1500 to the municipal account, official numbered receipt issued. held under General Plan SG 8648/2018, Surveyor-General Harare. cession approved by council per letter CH/COOP/2025/4583.",genuine,cession,synthetic,1,Southlea Park
"Harare City Council Housing Department. Stand 3051 Seke, 300 sqm. USD 1200 payable to the council bank account, receipt no. HCC-4902. a Rates Clearance Certificate is annexed. council file reference CH/HOU/2026/5131. survey Diagram No. SG 5659/2020 applies.",genuine,deed_of_transfer,synthetic,1,Seke
"Bantu Housing Co-operative. Stand 1530 Budiriro, 300 sqm. regularisation is underway, occupation allowed in the meantime. keep this letter safe as your only proof of allocation. allocation fee USD 12000, cash only, paid directly to the committee.",fraudulent,offer_letter,synthetic,1,Budiriro
"Ruvimbo Yetu Housing Co-operative. Stand 2694 Southlea Park, 350 sqm. papers are in progress and will follow after regularisation. pay USD 2000 via EcoCash to the chairperson's personal number. this cooperative allocates stands directly to members.",fraudulent,offer_letter,synthetic,1,Southlea Park
"Kubatana Housing Society. Stand 4759 Southerton, 300 sqm. USD 2400 cash on the day, no receipt issued. council has verbally approved the layout; written confirmation to follow.",fraudulent,offer_letter,synthetic,1,Southerton
"City of Harare Housing and Community Services Department. Stand 5705 Epworth, 250 sqm. Diagram/General Plan No. SG 8205/2024, Surveyor-General's office. title deed processing will commence within 12 months of full payment. deposit USD 3200 into the conveyancer's trust account, balance on transfer. council resolution CH/RES/3570/2025 refers.",genuine,offer_letter,synthetic,1,Epworth
"City of Harare, Town House. Stand 3279 Southlea Park, 300 sqm. deposit USD 1800 into the conveyancer's trust account, balance on transfer. cession approved by council per letter CH/COOP/2025/7352. survey Diagram No. SG 6690/2020 applies.",genuine,offer_letter,synthetic,1,Southlea Park
"Mabvuku-Tafara District Housing Office. Stand 3908 Whitecliff, 200 sqm. held under General Plan SG 5612/2018, Surveyor-General Harare. cession approved by council per letter CH/COOP/2025/4544. USD 2000 to the municipal account, official numbered receipt issued.",genuine,deed_of_transfer,synthetic,1,Whitecliff
"Bantu Housing Co-operative. Stand 1693 Southerton, 350 sqm. pay USD 2000 via EcoCash to the chairperson's personal number. regularisation is underway, occupation allowed in the meantime.",fraudulent,offer_letter,synthetic,1,Southerton
"Batanai Cooperative Reg No MTH/2019/8831. Stand 7417 Retreat, 300 sqm. held under General Plan SG 2826/2018, Surveyor-General Harare. USD 1500 via bank transfer to the registered account, receipt 8963. council resolution CH/RES/2324/2025 refers. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Retreat
"Tariro Housing Consortium. Stand 3141 Glen View, 200 sqm. the stand is pending council survey; you may occupy immediately. ref PAR/3906 (unverified). allocation fee USD 8500, cash only, paid directly to the committee.",fraudulent,offer_letter,synthetic,1,Glen View
"Bantu Housing Co-operative Reg No GHH/2018/2331. Stand 4982 Glen View, 300 sqm. cession approved by council per letter CH/COOP/2025/2586. USD 3200 via bank transfer to the registered account, receipt 6387. held under General Plan SG 8113/2018, Surveyor-General Harare.",genuine,cession,synthetic,1,Glen View
"Harare City Council Housing Department. Stand 6975 Melfort, 250 sqm. your conveyancer should conduct a deeds search before transfer. council file reference CH/HOU/2026/7636. USD 12000 payable to the council bank account, receipt no. HCC-9162. survey Diagram No. SG 9048/2020 applies.",genuine,offer_letter,synthetic,1,Melfort
"Simukai Land Group Reg No MTH/2024/868. Stand 7955 Melfort, 300 sqm. USD 2600 via bank transfer to the registered account, receipt 9461. Diagram/General Plan No. SG 7307/2024, Surveyor-General's office. council file reference CH/HOU/2026/3012.",genuine,cession,synthetic,1,Melfort
"United We Stand Housing Co-operative. Stand 6296 Seke, 350 sqm. USD 900 cash only, non-refundable, balance to the treasurer. title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Seke
"Chitungwiza Municipality Housing Office. Stand 1241 Hopley, 300 sqm. title deed processing will commence within 12 months of full payment. survey Diagram No. SG 6878/2020 applies. issued under Deed of Grant No. 5285/2019. USD 2000 to the municipal account, official numbered receipt issued.",genuine,deed_of_transfer,synthetic,1,Hopley
"Vimbai Housing Scheme. Stand 1481 Glen View, 300 sqm. deposit USD 2000 to the cooperative holding account, balance negotiable. council has verbally approved the layout; written confirmation to follow.",fraudulent,offer_letter,synthetic,1,Glen View
"Harare City Council Housing Department. Stand 7668 Mabvuku, 200 sqm. council resolution CH/RES/3982/2025 refers. USD 2400 via bank transfer to the registered account, receipt 4425. held under General Plan SG 1286/2018, Surveyor-General Harare.",genuine,deed_of_transfer,synthetic,1,Mabvuku
"Tariro Housing Consortium. Stand 3784 Whitecliff, 200 sqm. USD 2000 cash only, non-refundable, balance to the treasurer. the stand is pending council survey; you may occupy immediately. ref TAR/3014 (unverified). keep this letter safe as your only proof of allocation.",fraudulent,offer_letter,synthetic,1,Whitecliff
"Takaitora Nyika Co-operative. Stand 1522 Southlea Park, 350 sqm. council has verbally approved the layout; written confirmation to follow. USD 2400 cash, half now and half on occupation. no council stamp is required for this allocation.",fraudulent,offer_letter,synthetic,1,Southlea Park
"Mabvuku-Tafara District Housing Office. Stand 6093 Whitecliff, 300 sqm. issued under Deed of Grant No. 7915/2019. USD 2400 via bank transfer to the registered account, receipt 3125. held under General Plan SG 3280/2018, Surveyor-General Harare.",genuine,deed_of_transfer,synthetic,1,Whitecliff
"Takaitora Nyika Co-operative. Stand 2213 Glen View, 200 sqm. the stand is pending council survey; you may occupy immediately. allocation fee USD 1800, cash only, paid directly to the committee.",fraudulent,offer_letter,synthetic,1,Glen View
"Kubatana Housing Society. Stand 4756 Hopley, 250 sqm. allocation fee USD 1800, cash only, paid directly to the committee. title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Hopley
"Tashinga Home Seekers Trust Reg No ZHC/2020/4168. Stand 444 Retreat, 300 sqm. survey Diagram No. SG 8668/2020 applies. USD 900 to the municipal account, official numbered receipt issued. issued under Deed of Grant No. 7194/2019. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Retreat
"Garikai Land Trust. Stand 968 Hopley, 250 sqm. USD 1500 cash only, non-refundable, balance to the treasurer. the offer letter serves as proof of allocation while paperwork is finalised.",fraudulent,offer_letter,synthetic,1,Hopley
"Harare City Council Housing Department. Stand 1956 Retreat, 200 sqm. USD 12000 via bank transfer to the registered account, receipt 4770. issued under Deed of Grant No. 6375/2019. survey Diagram No. SG 3750/2020 applies.",genuine,deed_of_transfer,synthetic,1,Retreat
"Tariro Housing Consortium. Stand 8514 Southlea Park, 250 sqm. council has verbally approved the layout; written confirmation to follow. trust the committee; the paperwork will sort itself out. pay USD 900 via EcoCash to the chairperson's personal number.",fraudulent,offer_letter,synthetic,1,Southlea Park
"Batanai Cooperative. Stand 2364 Hopley, 250 sqm. deeds will come once the area is proclaimed. USD 1200 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Hopley
"Batanai Cooperative. Stand 1643 Melfort, 350 sqm. pay USD 2600 via EcoCash to the chairperson's personal number. trust the committee; the paperwork will sort itself out. regularisation is underway, occupation allowed in the meantime.",fraudulent,offer_letter,synthetic,1,Melfort
"Bantu Housing Co-operative Reg No GHH/2019/7000. Stand 9560 Domboshava, 250 sqm. cession approved by council per letter CH/COOP/2025/8121. USD 2000 payable to the council bank account, receipt no. HCC-7062. survey Diagram No. SG 3355/2020 applies.",genuine,cession,synthetic,1,Domboshava
"Tariro Housing Consortium. Stand 415 Southerton, 200 sqm. USD 2400 cash only, non-refundable, balance to the treasurer. papers are in progress and will follow after regularisation.",fraudulent,offer_letter,synthetic,1,Southerton
"Tashinga Home Seekers Trust Reg No GHH/2018/4992. Stand 3610 Seke, 250 sqm. held under General Plan SG 9540/2018, Surveyor-General Harare. deposit USD 900 into the conveyancer's trust account, balance on transfer. planning consent ref. CH/PLAN/2025/4980 attached.",genuine,cession,synthetic,1,Seke
"Mabvuku-Tafara District Housing Office. Stand 9616 Mabvuku, 300 sqm. USD 3200 to the municipal account, official numbered receipt issued. held under General Plan SG 2268/2018, Surveyor-General Harare. council resolution CH/RES/6678/2025 refers. registration will be lodged at the Deeds Registry, Harare.",genuine,offer_letter,synthetic,1,Mabvuku
"Vimbai Housing Scheme. Stand 3950 Southlea Park, 300 sqm. regularisation is underway, occupation allowed in the meantime. keep this letter safe as your only proof of allocation. deposit USD 8500 to the cooperative holding account, balance negotiable.",fraudulent,offer_letter,synthetic,1,Southlea Park
"Simukai Land Group. Stand 3697 Domboshava, 200 sqm. title deeds will be processed once the area is regularised by council. USD 2000 cash only, non-refundable, balance to the treasurer. ref PAR/5862 (unverified).",fraudulent,offer_letter,synthetic,1,Domboshava
"Mabvuku-Tafara District Housing Office. Stand 5369 Caledonia, 250 sqm. survey Diagram No. SG 3851/2020 applies. planning consent ref. CH/PLAN/2025/4190 attached. a Rates Clearance Certificate is annexed. USD 900 to the municipal account, official numbered receipt issued.",genuine,offer_letter,synthetic,1,Caledonia
"Ruvimbo Yetu Housing Co-operative. Stand 1211 Mabvuku, 250 sqm. deposit USD 1800 to the cooperative holding account, balance negotiable. deeds will come once the area is proclaimed.",fraudulent,offer_letter,synthetic,1,Mabvuku
"United We Stand Housing Co-operative Reg No MTH/2024/4972. Stand 6122 Caledonia, 250 sqm. issued under Deed of Grant No. 1206/2019. USD 2000 payable to the council bank account, receipt no. HCC-5560. held under General Plan SG 445/2018, Surveyor-General Harare.",genuine,cession,synthetic,1,Caledonia
"Bantu Housing Co-operative Reg No ZHC/2024/8477. Stand 3445 Budiriro, 300 sqm. survey Diagram No. SG 4590/2020 applies. cession approved by council per letter CH/COOP/2025/8774. USD 8500 via bank transfer to the registered account, receipt 3540. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Budiriro
"Excellence Stars Housing Co-op. Stand 2367 Domboshava, 200 sqm. USD 2400 cash, half now and half on occupation. keep this letter safe as your only proof of allocation. ref PAR/6033 (unverified). deeds will come once the area is proclaimed.",fraudulent,offer_letter,synthetic,1,Domboshava
"Tashinga Home Seekers Trust. Stand 7343 Caledonia, 200 sqm. ref GAR/5298 (unverified). USD 2400 cash only, non-refundable, balance to the treasurer. regularisation is underway, occupation allowed in the meantime.",fraudulent,offer_letter,synthetic,1,Caledonia
"Kubatana Housing Society. Stand 232 Seke, 200 sqm. USD 12000 cash, half now and half on occupation. the stand is pending council survey; you may occupy immediately.",fraudulent,offer_letter,synthetic,1,Seke
"Ruvimbo Yetu Housing Co-operative. Stand 831 Southerton, 300 sqm. USD 1200 cash only, non-refundable, balance to the treasurer. title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Southerton
"Kubatana Housing Society Reg No GHH/2021/4964. Stand 539 Seke, 250 sqm. survey Diagram No. SG 1967/2020 applies. registration verifiable at Registrar of Cooperative Societies. USD 12000 payable to the council bank account, receipt no. HCC-8704. planning consent ref. CH/PLAN/2025/291 attached.",genuine,cession,synthetic,1,Seke
"Tashinga Home Seekers Trust Reg No MTH/2021/397. Stand 2729 Domboshava, 250 sqm. USD 900 via bank transfer to the registered account, receipt 6751. cession approved by council per letter CH/COOP/2025/1885. held under General Plan SG 7182/2018, Surveyor-General Harare.",genuine,cession,synthetic,1,Domboshava
"Zvikomborero Housing Co-operative. Stand 7662 Epworth, 200 sqm. no council stamp is required for this allocation. ref TAK/4323 (unverified). papers are in progress and will follow after regularisation. allocation fee USD 3200, cash only, paid directly to the committee.",fraudulent,offer_letter,synthetic,1,Epworth
"Zvikomborero Housing Co-operative. Stand 8174 Southlea Park, 200 sqm. pay USD 3200 via EcoCash to the chairperson's personal number. council has verbally approved the layout; written confirmation to follow.",fraudulent,offer_letter,synthetic,1,Southlea Park
"Tashinga Home Seekers Trust. Stand 3609 Seke, 250 sqm. allocation fee USD 1800, cash only, paid directly to the committee. deeds will come once the area is proclaimed.",fraudulent,offer_letter,synthetic,1,Seke
"Batanai Cooperative Reg No MTH/2018/1542. Stand 1671 Caledonia, 300 sqm. cession approved by council per letter CH/COOP/2025/1142. held under General Plan SG 7377/2018, Surveyor-General Harare. USD 900 payable to the council bank account, receipt no. HCC-3131.",genuine,cession,synthetic,1,Caledonia
"Bantu Housing Co-operative. Stand 5729 Hopley, 350 sqm. USD 1800 cash only, non-refundable, balance to the treasurer. regularisation is underway, occupation allowed in the meantime. trust the committee; the paperwork will sort itself out.",fraudulent,offer_letter,synthetic,1,Hopley
"Vimbai Housing Scheme. Stand 9681 Mabvuku, 250 sqm. allocation fee USD 12000, cash only, paid directly to the committee. deeds will come once the area is proclaimed.",fraudulent,offer_letter,synthetic,1,Mabvuku
"Bulawayo City Council Housing Office. Stand 6244 Caledonia, 250 sqm. survey Diagram No. SG 1834/2020 applies. USD 3200 payable to the council bank account, receipt no. HCC-4341. cession approved by council per letter CH/COOP/2025/9152.",genuine,deed_of_transfer,synthetic,1,Caledonia
"Takaitora Nyika Co-operative. Stand 8406 Waterfalls, 350 sqm. this cooperative allocates stands directly to members. deposit USD 1500 to the cooperative holding account, balance negotiable. title deeds will be processed once the area is regularised by council. ref ZVI/2119 (unverified).",fraudulent,offer_letter,synthetic,1,Waterfalls
"Takaitora Nyika Co-operative. Stand 6454 Budiriro, 350 sqm. the offer letter serves as proof of allocation while paperwork is finalised. deposit USD 1800 to the cooperative holding account, balance negotiable. ref PAR/2531 (unverified).",fraudulent,offer_letter,synthetic,1,Budiriro
"Garikai Land Trust. Stand 5821 Domboshava, 200 sqm. trust the committee; the paperwork will sort itself out. the stand is pending council survey; you may occupy immediately. USD 1500 cash on the day, no receipt issued. ref TAK/5473 (unverified).",fraudulent,offer_letter,synthetic,1,Domboshava
"Mabvuku-Tafara District Housing Office. Stand 4489 Melfort, 200 sqm. council file reference CH/HOU/2026/5931. held under General Plan SG 7588/2018, Surveyor-General Harare. USD 1500 via bank transfer to the registered account, receipt 2941.",genuine,offer_letter,synthetic,1,Melfort
"Tariro Housing Consortium Reg No ZHC/2023/9562. Stand 1257 Budiriro, 300 sqm. held under General Plan SG 6001/2018, Surveyor-General Harare. USD 900 to the municipal account, official numbered receipt issued. council resolution CH/RES/3127/2025 refers.",genuine,cession,synthetic,1,Budiriro
"Bulawayo City Council Housing Office. Stand 1681 Mabvuku, 300 sqm. issued under Deed of Grant No. 6329/2019. USD 900 payable to the council bank account, receipt no. HCC-7324. Diagram/General Plan No. SG 5265/2024, Surveyor-General's office.",genuine,offer_letter,synthetic,1,Mabvuku
"Ruvimbo Yetu Housing Co-operative. Stand 9629 Caledonia, 250 sqm. title deeds will be processed once the area is regularised by council. pay USD 900 via EcoCash to the chairperson's personal number. ref SIM/3835 (unverified).",fraudulent,offer_letter,synthetic,1,Caledonia
"Tashinga Home Seekers Trust. Stand 4292 Domboshava, 300 sqm. deposit USD 8500 to the cooperative holding account, balance negotiable. deeds will come once the area is proclaimed. this cooperative allocates stands directly to members. ref EXC/3190 (unverified).",fraudulent,offer_letter,synthetic,1,Domboshava
"City of Harare Housing and Community Services Department. Stand 6323 Domboshava, 300 sqm. USD 8500 to the municipal account, official numbered receipt issued. the offer is valid for 60 days and is subject to the approved layout plan. held under General Plan SG 1112/2018, Surveyor-General Harare. issued under Deed of Grant No. 6747/2019.",genuine,deed_of_transfer,synthetic,1,Domboshava
"City of Harare, Town House. Stand 3918 Retreat, 200 sqm. Diagram/General Plan No. SG 1556/2024, Surveyor-General's office. USD 12000 to the municipal account, official numbered receipt issued. the offer is valid for 60 days and is subject to the approved layout plan. council file reference CH/HOU/2026/5895.",genuine,deed_of_transfer,synthetic,1,Retreat
"Parkridge Housing Trust Reg No GHH/2023/7531. Stand 6115 Domboshava, 250 sqm. USD 1500 to the municipal account, official numbered receipt issued. cession approved by council per letter CH/COOP/2025/742. survey Diagram No. SG 4401/2020 applies.",genuine,cession,synthetic,1,Domboshava
"Vimbai Housing Scheme. Stand 6039 Southerton, 250 sqm. council has verbally approved the layout; written confirmation to follow. ref TAK/6565 (unverified). USD 1500 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Southerton
"Garikai Land Trust. Stand 1091 Glen View, 350 sqm. USD 1200 cash only, non-refundable, balance to the treasurer. the stand is pending council survey; you may occupy immediately. no council stamp is required for this allocation.",fraudulent,offer_letter,synthetic,1,Glen View
"Excellence Stars Housing Co-op. Stand 8139 Budiriro, 350 sqm. the stand is pending council survey; you may occupy immediately. deposit USD 1500 to the cooperative holding account, balance negotiable.",fraudulent,offer_letter,synthetic,1,Budiriro
"Simukai Land Group. Stand 7558 Southerton, 200 sqm. ref UNI/2407 (unverified). no need to involve a lawyer, the cooperative handles everything. papers are in progress and will follow after regularisation. USD 3200 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Southerton
"Harare City Council Housing Department. Stand 9053 Southlea Park, 250 sqm. USD 900 to the municipal account, official numbered receipt issued. issued under Deed of Grant No. 7730/2019. held under General Plan SG 7890/2018, Surveyor-General Harare.",genuine,offer_letter,synthetic,1,Southlea Park
"Ruvimbo Yetu Housing Co-operative. Stand 7541 Retreat, 250 sqm. the offer letter serves as proof of allocation while paperwork is finalised. USD 1500 cash only, non-refundable, balance to the treasurer. ref TAR/1688 (unverified).",fraudulent,offer_letter,synthetic,1,Retreat
"Garikai Land Trust. Stand 6280 Melfort, 300 sqm. trust the committee; the paperwork will sort itself out. ref KUB/3076 (unverified). regularisation is underway, occupation allowed in the meantime. USD 1800 cash, half now and half on occupation.",fraudulent,offer_letter,synthetic,1,Melfort
"Bulawayo City Council Housing Office. Stand 8058 Melfort, 300 sqm. USD 2600 to the municipal account, official numbered receipt issued. Diagram/General Plan No. SG 5572/2024, Surveyor-General's office. cession approved by council per letter CH/COOP/2025/2478.",genuine,offer_letter,synthetic,1,Melfort
"Vimbai Housing Scheme. Stand 4871 Retreat, 250 sqm. papers are in progress and will follow after regularisation. USD 1500 cash, half now and half on occupation.",fraudulent,offer_letter,synthetic,1,Retreat
"Zvikomborero Housing Co-operative Reg No GHH/2019/1501. Stand 7578 Hopley, 250 sqm. council resolution CH/RES/3597/2025 refers. held under General Plan SG 4243/2018, Surveyor-General Harare. USD 2000 payable to the council bank account, receipt no. HCC-9424. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Hopley
"Takaitora Nyika Co-operative. Stand 9623 Southerton, 200 sqm. deeds will come once the area is proclaimed. deposit USD 2600 to the cooperative holding account, balance negotiable.",fraudulent,offer_letter,synthetic,1,Southerton
"Ruvimbo Yetu Housing Co-operative. Stand 9225 Southerton, 200 sqm. regularisation is underway, occupation allowed in the meantime. this cooperative allocates stands directly to members. pay USD 2600 via EcoCash to the chairperson's personal number.",fraudulent,offer_letter,synthetic,1,Southerton
"United We Stand Housing Co-operative. Stand 387 Caledonia, 250 sqm. allocation fee USD 2000, cash only, paid directly to the committee. the offer letter serves as proof of allocation while paperwork is finalised.",fraudulent,offer_letter,synthetic,1,Caledonia
"Garikai Land Trust Reg No MTH/2021/1325. Stand 7870 Glen View, 300 sqm. survey Diagram No. SG 2110/2020 applies. issued under Deed of Grant No. 2508/2019. USD 1500 payable to the council bank account, receipt no. HCC-3340.",genuine,cession,synthetic,1,Glen View
"Simukai Land Group. Stand 9921 Melfort, 200 sqm. regularisation is underway, occupation allowed in the meantime. trust the committee; the paperwork will sort itself out. USD 12000 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Melfort
"Harare City Council Housing Department. Stand 7732 Domboshava, 300 sqm. Diagram/General Plan No. SG 4299/2024, Surveyor-General's office. USD 1200 to the municipal account, official numbered receipt issued. a Rates Clearance Certificate is annexed. planning consent ref. CH/PLAN/2025/2658 attached.",genuine,offer_letter,synthetic,1,Domboshava
"Parkridge Housing Trust. Stand 6336 Seke, 300 sqm. allocation fee USD 1200, cash only, paid directly to the committee. the offer letter serves as proof of allocation while paperwork is finalised.",fraudulent,offer_letter,synthetic,1,Seke
"Garikai Land Trust. Stand 343 Hopley, 350 sqm. allocation fee USD 2600, cash only, paid directly to the committee. deeds will come once the area is proclaimed.",fraudulent,offer_letter,synthetic,1,Hopley
"Bantu Housing Co-operative. Stand 5097 Southlea Park, 350 sqm. USD 900 cash only, non-refundable, balance to the treasurer. regularisation is underway, occupation allowed in the meantime.",fraudulent,offer_letter,synthetic,1,Southlea Park
